comparison,acc_stat,acc_p_value,acc_significant,f1_stat,f1_p_value,f1_significant,rmse_stat,rmse_p_value,rmse_significant,lstmh_mean_acc,lstmh_mean_f1,lstmh_mean_rmse,sta_lstm_mean_acc,sta_lstm_mean_f1,sta_lstm_mean_rmse,lstm_mean_acc,lstm_mean_f1,lstm_mean_rmse,gru_mean_acc,gru_mean_f1,gru_mean_rmse,transformer_mean_acc,transformer_mean_f1,transformer_mean_rmse,kf_mean_acc,kf_mean_f1,kf_mean_rmse,ekf_hmm_mean_acc,ekf_hmm_mean_f1,ekf_hmm_mean_rmse
STA-LSTM-H vs STA-LSTM,7.0,0.59375,False,7.0,0.59375,False,8.0,0.59375,False,0.9915369030390739,0.9906351771083525,21768.45234375,0.991479015918958,0.9905933201406654,21598.98125,,,,,,,,,,,,,,,
STA-LSTM-H vs LSTM,15.0,0.03125,True,15.0,0.03125,True,4.0,0.21875,False,0.9915369030390739,0.9906351771083525,21768.45234375,,,,0.8561620839363242,0.8494208355688959,21827.358203125,,,,,,,,,,,,
STA-LSTM-H vs GRU,15.0,0.03125,True,15.0,0.03125,True,14.0,0.96875,False,0.9915369030390739,0.9906351771083525,21768.45234375,,,,,,,0.8681910274963821,0.8622490920196324,20969.194921875,,,,,,,,,
STA-LSTM-H vs Transformer,15.0,0.03125,True,15.0,0.03125,True,0.0,0.03125,True,0.9915369030390739,0.9906351771083525,21768.45234375,,,,,,,,,,0.8013777134587554,0.7943180148824817,26402.841015625,,,,,,
STA-LSTM-H vs KF,,,False,,,False,15.0,1.0,False,0.9915369030390739,0.9906351771083525,21768.45234375,,,,,,,,,,,,,,,4389.020711839321,,,
STA-LSTM-H vs EKF-HMM,,,False,,,False,15.0,1.0,False,0.9915369030390739,0.9906351771083525,21768.45234375,,,,,,,,,,,,,,,,,,4884.782754396987
