animal,n_windows,model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,composite_score,rank,total_time_s
07,86400,Transformer + bp_lag1,0.98616497829233,0.0013800949876872,0.9841646270722312,0.0015574967512658,25280.693359375,717.1792697180601,0.0135538479766111,0.8966140437020605,8,5400.15
07,86400,STA-LSTM (accel),0.9348885672937772,0.0067669424431327,0.9328025979957932,0.0068812026105755,20274.452734375,465.9723674479385,0.0125221887700443,0.8785568481903351,9,5400.15
07,86400,STA-LSTM-H (accel),0.9341128798842258,0.0028840104540514,0.9317466734073676,0.0029226638237577,20772.473828125,577.9407526248834,0.0125282053739996,0.8778942662858132,10,5400.15
08,86400,GRU + bp,0.9900434153400868,0.0003679362913359,0.9887121844176128,0.0003510144315115,6071.951171875,138.00219875636526,0.0107597435815138,0.99287029768168,1,5456.55
08,86400,GRU + bp_lag1,0.97967004341534,0.0009170313793719,0.9768430972486432,0.001061306190783,6205.9693359375,106.45579696762232,0.0100268161156135,0.991303229727992,2,5456.55
08,86400,LSTM + bp,0.9901128798842258,0.000161254857044,0.9887819777184944,0.0001825601603232,6291.49921875,138.55191488811516,0.010540760394493,0.969964812286723,3,5456.55
08,86400,LSTM + bp_lag1,0.9794848046309697,0.0011810107490645,0.9766822006829118,0.0013155130153253,6404.71943359375,196.80817888605972,0.0104728992408419,0.9619966339825377,4,5456.55
08,86400,STA-LSTM-H + bp_lag1,0.9803068017366134,0.0007425814279976,0.9776813231089146,0.0008136926500948,6907.59638671875,55.880429405277376,0.0126153418104206,0.9180205684008064,5,5456.55
08,86400,STA-LSTM + bp_lag1,0.97989001447178,0.0005841725412002,0.9771762555993772,0.0006868808540139,6961.31396484375,185.0198260782414,0.0125655117801858,0.9179991110920288,6,5456.55
08,86400,Transformer + bp,0.9904370477568742,9.261939218525584e-05,0.9891036984159278,0.0001829033094423,8295.52578125,282.6991506626863,0.0137077757924277,0.9027390613874994,7,5456.55
08,86400,Transformer + bp_lag1,0.9800057887120116,0.0014054058146911,0.9772108876358996,0.0015806691541879,8178.2265625,237.3874756343456,0.0136789339062166,0.8944677102315627,8,5456.55
08,86400,STA-LSTM-H (accel),0.927108538350217,0.0052790260672056,0.9210539283793218,0.0058551723765036,6980.09326171875,65.05335300946366,0.012701232762611,0.8746396172256182,9,5456.55
08,86400,STA-LSTM (accel),0.9261476121562952,0.0054462397939547,0.920390813186726,0.0059596998830481,6890.1275390625,91.74033086816448,0.0127177513413422,0.8737609171129894,10,5456.55
09,86400,GRU + bp,0.9918726483357452,0.0006756694164475,0.9909604382997936,0.0007199491068199,14422.976171875,797.5129379889014,0.0099426260482191,0.9985541115086676,1,5359.81
09,86400,GRU + bp_lag1,0.9833748191027496,0.0010651230101302,0.9815133781111844,0.0011543428591059,14448.3291015625,728.274552652877,0.0098053652108491,0.9930812324929972,2,5359.81
