model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,latency_ms_std,memory_mb_mean,memory_mb_std,kf_reduction_pct_mean,kf_reduction_pct_std,composite_score,rank
STA-LSTM,0.9926251808972504,0.0011770317825425252,0.9900151912308299,0.0017121918755073533,5573.1591796875,74.11351531155701,0.033339431444681676,0.0007991237105199902,0.7258491516113281,0.0,0.0,0.0,0.9117584507123403,1
STA-LSTM-H,0.9930188133140376,0.000986189959550666,0.9905278293552995,0.0013231348522531653,5613.17998046875,74.29684909862624,0.03424558996232348,0.002579352658027988,0.7258491516113281,0.0,0.0,0.0,0.9103422683913078,2
LSTM,0.888821997105644,0.004494158570882717,0.8629983297170855,0.006073892644441095,5296.7734375,65.23685644782192,0.021839009367425517,0.00029129251629956404,0.4500923156738281,0.0,0.0,0.0,0.8911592857588585,3
GRU,0.8959189580318381,0.0054471749270635075,0.872398471578817,0.005908334265704738,5207.9193359375,47.049504816447325,0.06136317276928234,0.0008472945503838278,0.3380317687988281,0.0,0.0,0.0,0.8573637711259637,4
Transformer,0.8551895803183791,0.011876123594475088,0.8257198844111983,0.011333881041624305,5804.296875,92.10247219994501,0.05298389581486303,0.001070320191213545,1.1455268859863281,0.0,0.0,0.0,0.7596884813030277,5
KF,,,,,969.8818230808905,0.004665300385627606,0.018836115913495273,4.452892201292981e-05,0.0,0.0,18.382815085239475,0.0003897229379593394,,
EKF-HMM,,,,,1089.3569902619927,0.08229804942424815,0.019240734494235988,3.5854990385598746e-05,0.0,0.0,8.328779037028658,0.006914631387066607,,
