model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,latency_ms_std,memory_mb_mean,memory_mb_std,kf_reduction_pct_mean,kf_reduction_pct_std,composite_score,rank
STA-LSTM-H,0.9926483357452967,0.0008960357775230971,0.9896219184997523,0.001190460465886307,13851.177734375,556.2914740730421,0.0348003913510952,0.0006050684588336732,0.7258491516113281,0.0,0.0,0.0,0.9136152430580466,1
STA-LSTM,0.9924399421128799,0.0009061507116341349,0.9893642124138875,0.001268340853758665,13832.5759765625,255.10718709271364,0.03523113377669936,0.0015259930943947665,0.7258491516113281,0.0,0.0,0.0,0.9126275922043176,2
LSTM,0.8844920405209841,0.007050983906851212,0.8579803458696581,0.008019109895142583,13695.0970703125,100.73670582413875,0.023331823871995276,0.003109570025921214,0.4500923156738281,0.0,0.0,0.0,0.8879369135720395,3
GRU,0.8933719247467439,0.010144030315832228,0.8682747219209848,0.01126272091022337,13348.90625,217.50263185596873,0.059379552499095975,0.0035569592385672963,0.3380317687988281,0.0,0.0,0.0,0.8592833601144312,4
Transformer,0.8266743849493488,0.011508821347524277,0.7865112158050709,0.009036232236651226,15863.436328125,150.5334405004685,0.056030793760413936,0.004221033779268799,1.1455268859863281,0.0,0.0,0.0,0.7373873817041618,5
KF,,,,,2310.1467353737107,0.0025911863022380324,0.01930488919159977,0.00015895125020883803,0.0,0.0,18.47977364170754,8.732480399181642e-05,,
EKF-HMM,,,,,2608.924850936105,0.9318496188216573,0.019626499635508412,9.617563876850568e-05,0.0,0.0,7.9365214593619084,0.032880232442942456,,
