comparison,acc_stat,acc_p_value,acc_significant,f1_stat,f1_p_value,f1_significant,rmse_stat,rmse_p_value,rmse_significant,lstmh_mean_acc,lstmh_mean_f1,lstmh_mean_rmse,sta_lstm_mean_acc,sta_lstm_mean_f1,sta_lstm_mean_rmse,lstm_mean_acc,lstm_mean_f1,lstm_mean_rmse,gru_mean_acc,gru_mean_f1,gru_mean_rmse,transformer_mean_acc,transformer_mean_f1,transformer_mean_rmse,kf_mean_acc,kf_mean_f1,kf_mean_rmse,ekf_hmm_mean_acc,ekf_hmm_mean_f1,ekf_hmm_mean_rmse
STA-LSTM-H vs STA-LSTM,13.0,0.09375,False,12.0,0.15625,False,8.0,0.59375,False,0.9926483357452967,0.9896219184997523,13851.177734375,0.9924399421128799,0.9893642124138875,13832.5759765625,,,,,,,,,,,,,,,
STA-LSTM-H vs LSTM,15.0,0.03125,True,15.0,0.03125,True,10.0,0.78125,False,0.9926483357452967,0.9896219184997523,13851.177734375,,,,0.8844920405209841,0.8579803458696581,13695.0970703125,,,,,,,,,,,,
STA-LSTM-H vs GRU,15.0,0.03125,True,15.0,0.03125,True,13.0,0.9375,False,0.9926483357452967,0.9896219184997523,13851.177734375,,,,,,,0.8933719247467439,0.8682747219209848,13348.90625,,,,,,,,,
STA-LSTM-H vs Transformer,15.0,0.03125,True,15.0,0.03125,True,0.0,0.03125,True,0.9926483357452967,0.9896219184997523,13851.177734375,,,,,,,,,,0.8266743849493488,0.7865112158050709,15863.436328125,,,,,,
STA-LSTM-H vs KF,,,False,,,False,15.0,1.0,False,0.9926483357452967,0.9896219184997523,13851.177734375,,,,,,,,,,,,,,,2310.1467353737107,,,
STA-LSTM-H vs EKF-HMM,,,False,,,False,15.0,1.0,False,0.9926483357452967,0.9896219184997523,13851.177734375,,,,,,,,,,,,,,,,,,2608.924850936105
