comparison,acc_stat,acc_p_value,acc_significant,f1_stat,f1_p_value,f1_significant,rmse_stat,rmse_p_value,rmse_significant,lstmh_mean_acc,lstmh_mean_f1,lstmh_mean_rmse,sta_lstm_mean_acc,sta_lstm_mean_f1,sta_lstm_mean_rmse,lstm_mean_acc,lstm_mean_f1,lstm_mean_rmse,gru_mean_acc,gru_mean_f1,gru_mean_rmse,transformer_mean_acc,transformer_mean_f1,transformer_mean_rmse,kf_mean_acc,kf_mean_f1,kf_mean_rmse,ekf_hmm_mean_acc,ekf_hmm_mean_f1,ekf_hmm_mean_rmse
STA-LSTM-H vs STA-LSTM,6.0,0.6875,False,5.0,0.78125,False,12.0,0.90625,False,0.9927062228654124,0.9917158314082618,27816.840234375,0.9928914616497829,0.9919249341371621,27511.308984375,,,,,,,,,,,,,,,
STA-LSTM-H vs LSTM,15.0,0.03125,True,15.0,0.03125,True,15.0,1.0,False,0.9927062228654124,0.9917158314082618,27816.840234375,,,,0.8821186685962372,0.8769576303471354,25003.246875,,,,,,,,,,,,
STA-LSTM-H vs GRU,15.0,0.03125,True,15.0,0.03125,True,15.0,1.0,False,0.9927062228654124,0.9917158314082618,27816.840234375,,,,,,,0.8880231548480463,0.8833517805345853,24560.332421875,,,,,,,,,
STA-LSTM-H vs Transformer,15.0,0.03125,True,15.0,0.03125,True,0.0,0.03125,True,0.9927062228654124,0.9917158314082618,27816.840234375,,,,,,,,,,0.8097945007235892,0.8011112752693723,29587.7921875,,,,,,
STA-LSTM-H vs KF,,,False,,,False,15.0,1.0,False,0.9927062228654124,0.9917158314082618,27816.840234375,,,,,,,,,,,,,,,4570.484085183407,,,
STA-LSTM-H vs EKF-HMM,,,False,,,False,15.0,1.0,False,0.9927062228654124,0.9917158314082618,27816.840234375,,,,,,,,,,,,,,,,,,5083.614012499951
