comparison,acc_stat,acc_p_value,acc_significant,f1_stat,f1_p_value,f1_significant,rmse_stat,rmse_p_value,rmse_significant,lstmh_mean_acc,lstmh_mean_f1,lstmh_mean_rmse,sta_lstm_mean_acc,sta_lstm_mean_f1,sta_lstm_mean_rmse,lstm_mean_acc,lstm_mean_f1,lstm_mean_rmse,gru_mean_acc,gru_mean_f1,gru_mean_rmse,transformer_mean_acc,transformer_mean_f1,transformer_mean_rmse,kf_mean_acc,kf_mean_f1,kf_mean_rmse,ekf_hmm_mean_acc,ekf_hmm_mean_f1,ekf_hmm_mean_rmse
STA-LSTM-H vs STA-LSTM,8.0,0.1875,False,11.0,0.21875,False,6.0,0.40625,False,0.9939102749638206,0.9916930245127995,9665.4041015625,0.9935861070911723,0.9914105110230993,9724.8375,,,,,,,,,,,,,,,
STA-LSTM-H vs LSTM,15.0,0.03125,True,15.0,0.03125,True,15.0,1.0,False,0.9939102749638206,0.9916930245127995,9665.4041015625,,,,0.9512821997105645,0.9367038850632742,9388.9447265625,,,,,,,,,,,,
STA-LSTM-H vs GRU,15.0,0.03125,True,15.0,0.03125,True,15.0,1.0,False,0.9939102749638206,0.9916930245127995,9665.4041015625,,,,,,,0.9540839363241679,0.9408316715905581,9285.519140625,,,,,,,,,
STA-LSTM-H vs Transformer,15.0,0.03125,True,15.0,0.03125,True,0.0,0.03125,True,0.9939102749638206,0.9916930245127995,9665.4041015625,,,,,,,,,,0.9031895803183791,0.8753137405329123,11070.78046875,,,,,,
STA-LSTM-H vs KF,,,False,,,False,15.0,1.0,False,0.9939102749638206,0.9916930245127995,9665.4041015625,,,,,,,,,,,,,,,1749.6641372153856,,,
STA-LSTM-H vs EKF-HMM,,,False,,,False,15.0,1.0,False,0.9939102749638206,0.9916930245127995,9665.4041015625,,,,,,,,,,,,,,,,,,1958.106510903711
