model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,latency_ms_std,memory_mb_mean,memory_mb_std,kf_reduction_pct_mean,kf_reduction_pct_std,composite_score,rank
GRU + bp,0.9940607814761215,0.0004447901062182029,0.9920888811113231,0.0005084239546809217,10697.5650390625,702.701545028052,0.010058088265844606,2.8449737581592e-05,0.3391304016113281,0.0,0.0,0.0,1.0,1
GRU + bp_lag1,0.9877973950795947,0.0008132264812196028,0.9834997103668865,0.0011512851959166633,10880.8962890625,321.57404630813636,0.01018266153269799,0.000140162401179142,0.3391304016113281,0.0,0.0,0.0,0.9937359672706724,2
LSTM + bp,0.9940144717800289,0.0003779989051765732,0.992003383041076,0.0005580564150309261,11032.3271484375,374.9874701911642,0.010611680174561813,0.0001257721977886575,0.4515571594238281,0.0,0.0,0.0,0.9698483445974584,3
LSTM + bp_lag1,0.9871722141823446,0.0006022486508198006,0.982699757786594,0.0010178607556057455,11620.398828125,825.2835156038169,0.010618057469911495,7.201087209827062e-05,0.4515571594238281,0.0,0.0,0.0,0.9642849065669107,4
STA-LSTM-H + bp_lag1,0.9880057887120117,0.0008447553735203367,0.9840476439805655,0.0011831170057415746,12164.5826171875,1037.8232058757433,0.012584312022400835,3.383827880521809e-05,0.7258491516113281,0.0,0.0,0.0,0.9217745597045046,5
STA-LSTM + bp_lag1,0.9878668596237338,0.0012293894254086027,0.9836694285252874,0.0015886264039836227,11673.8005859375,393.17215548820604,0.012762713910507742,0.00016420412803088924,0.7258491516113281,0.0,0.0,0.0,0.9205455229313865,6
Transformer + bp,0.994026049204052,0.0003200063666821423,0.9919297893806961,0.00048204541437883616,14554.5537109375,706.9633894653002,0.01374923431499175,0.00020499521739046855,1.1460151672363281,0.0,0.0,0.0,0.9027179937005984,7
Transformer + bp_lag1,0.9885730824891462,0.0004725518178167023,0.9845877533523207,0.0005611342173816704,14607.1705078125,376.7078345613933,0.01383305220378161,0.00022611034937022003,1.1460151672363281,0.0,0.0,0.0,0.8978862994121121,8
STA-LSTM (accel),0.95438494934877,0.0044344707862516075,0.9451558383097298,0.004983988466744728,11841.2318359375,239.56997524462773,0.012676362430760379,9.242206419773842e-05,0.7238960266113281,0.0,0.0,0.0,0.894262861527452,9
STA-LSTM-H (accel),0.952069464544139,0.003121613606416851,0.9430380589910319,0.004266439611405099,11446.0072265625,479.79025231946866,0.012726930626459129,0.00010656066264351835,0.7238960266113281,0.0,0.0,0.0,0.8920841420741717,10
