model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,latency_ms_std,memory_mb_mean,memory_mb_std,kf_reduction_pct_mean,kf_reduction_pct_std,composite_score,rank
GRU + bp,0.9932503617945005,0.0004892745958695165,0.9921738919086909,0.0005572820079271537,12392.3287109375,219.57011656770106,0.0098947689271439,3.136768773084234e-05,0.3391304016113281,0.0,0.0,0.0,0.9997144098698278,1
GRU + bp_lag1,0.986246020260492,0.0007693544532948893,0.9840074396436336,0.0008118859128781108,12953.76328125,616.3489146451661,0.009874813649506887,2.307061966214002e-05,0.3391304016113281,0.0,0.0,0.0,0.9942751249985432,2
LSTM + bp,0.9933545586107091,0.0004322582854435611,0.9923338553900155,0.00045949849583144553,13487.869140625,460.7610268488848,0.010374283879003372,3.154034319398681e-05,0.4515571594238281,0.0,0.0,0.0,0.9702879272513021,3
LSTM + bp_lag1,0.9856324167872648,0.00047084687485182187,0.9832817553636046,0.00042522124381257537,13371.7330078125,417.99571389487704,0.010366697760646578,1.5853360063564358e-05,0.4515571594238281,0.0,0.0,0.0,0.964138540140149,4
STA-LSTM-H + bp_lag1,0.9865007235890015,0.0003864154968053133,0.9843384820007429,0.000354260588960005,14496.8876953125,790.6886825293362,0.012458267112231547,4.3148895924313844e-05,0.7258491516113281,0.0,0.0,0.0,0.9204652747962422,5
STA-LSTM + bp_lag1,0.986246020260492,0.0011423579863195507,0.9841028787287452,0.0012328256192116228,14260.619921875,627.3910125152537,0.012511902876931488,9.181977245071674e-05,0.7258491516113281,0.0,0.0,0.0,0.919920365405745,6
Transformer + bp,0.9933082489146164,0.0004639644552130754,0.9922560596152087,0.0004884539853148255,18896.6484375,509.87773379308175,0.013554708735664226,6.698246306380638e-05,1.1460151672363281,0.0,0.0,0.0,0.9024063804267469,7
STA-LSTM-H (accel),0.9601157742402316,0.002674109282188398,0.9550226532804549,0.0030106655279285455,14388.3701171875,355.72799346852497,0.012571181351246175,0.00022015403768062272,0.7238960266113281,0.0,0.0,0.0,0.8986302234903911,8
Transformer + bp_lag1,0.9870217076700435,0.0004779106787971127,0.984877311155764,0.0005408075512574244,18509.473828125,523.531115660121,0.013580090499735086,7.239995850788035e-05,1.1460151672363281,0.0,0.0,0.0,0.8972073397648204,9
STA-LSTM (accel),0.9570361794500724,0.007276427116667075,0.9515974123989837,0.007875908687506799,14596.302734375,572.4194568471437,0.012526665169977505,9.435582185696069e-05,0.7238960266113281,0.0,0.0,0.0,0.8964292143853844,10
