model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,latency_ms_std,memory_mb_mean,memory_mb_std,kf_reduction_pct_mean,kf_reduction_pct_std,composite_score,rank
LSTM,0.9253487698986976,0.00891721727994981,0.9115683996249357,0.010671596476009714,11043.0619140625,167.0043723745794,0.02184731524583227,0.0002095745244745912,0.4500923156738281,0.0,0.0,0.0,0.920725227551282,1
STA-LSTM,0.9928335745296671,0.0010174968471302977,0.9907635440410825,0.001302406435961423,11636.1763671875,297.3747974528793,0.034153548005952154,0.00010157790700945388,0.7258491516113281,0.0,0.0,0.0,0.910538448997746,2
STA-LSTM-H,0.992590448625181,0.001266656962927519,0.9905243789945916,0.0016355370645659813,11789.674609375,265.6744115443707,0.03629741158913255,0.002742498168278772,0.7258491516113281,0.0,0.0,0.0,0.9065643548107516,3
GRU,0.9289725036179451,0.003281336905510876,0.9163363015171704,0.0037737184961581572,10918.691796875,358.7238053951887,0.06855510200027447,0.0005475325039582804,0.3380317687988281,0.0,0.0,0.0,0.8804106318092835,4
Transformer,0.885082489146165,0.005609067784010701,0.8625577842852256,0.0057533563265621404,12699.5341796875,314.1978977726736,0.055288869025005107,0.0006796062820694764,1.1455268859863281,0.0,0.0,0.0,0.7822006197901611,5
KF,,,,,2900.9877130821,0.0070937730373985914,0.019005572355949414,0.0001204997277254229,0.0,0.0,18.269792912698886,0.0002003742513927135,,
EKF-HMM,,,,,3254.0753956617964,1.9179677042107748,0.019215061290219278,3.823342445377352e-05,0.0,0.0,8.322170835901948,0.05403650076080884,,
